# Ancient / variant character forms -> standard simplified form, for MATCHING ONLY (texts are never altered).
# source: unihan:<field> = derived from the Unicode Unihan database (Unicode License, https://www.unicode.org/license.txt),
#         reviewed against contexts in the Kanripo KR3e corpus; manual = curated for this project from corpus contexts.
# columns: variant<TAB>standard<TAB>source<TAB>note
邨	村	unihan:kSemanticVariant	
郞	郎	unihan:kZVariant	
郤	郄	unihan:kSemanticVariant	
郷	乡	unihan:kZVariant	
鄕	乡	unihan:kZVariant	
酔	醉	unihan:kSemanticVariant	
酖	鸩	unihan:kSemanticVariant	
酧	酬	unihan:kSemanticVariant	
醆	盏	unihan:kSemanticVariant	
醩	糟	unihan:kSemanticVariant	
鉄	铁	unihan:kSemanticVariant	
鉏	锄	unihan:kSemanticVariant	
銕	铁	unihan:kSemanticVariant	
鍳	鉴	unihan:kSemanticVariant	
鎋	辖	unihan:kSemanticVariant	
鎻	锁	unihan:kSemanticVariant	
鏁	锁	unihan:kSemanticVariant	
鑚	钻	unihan:kSemanticVariant	
鑛	矿	unihan:kSemanticVariant	
閙	闹	unihan:kSemanticVariant	
関	关	unihan:kSemanticVariant	
閧	哄	unihan:kSemanticVariant	
闗	关	unihan:kSemanticVariant	
阬	坑	unihan:kSemanticVariant	
陁	陀	unihan:kSemanticVariant	
陜	狭	unihan:kSemanticVariant	
隂	阴	unihan:kSemanticVariant	
隄	堤	unihan:kSemanticVariant	
隖	坞	unihan:kSemanticVariant	
隝	坞	unihan:kSemanticVariant	
隠	隐	unihan:kSemanticVariant	
隣	邻	unihan:kSemanticVariant	
隲	骘	unihan:kSemanticVariant	
隷	隶	unihan:kZVariant	
雝	簌	unihan:kSemanticVariant	
靭	韧	unihan:kSemanticVariant	
鞉	鼗	unihan:kSemanticVariant	
鞵	鞋	unihan:kSemanticVariant	
韈	袜	unihan:kSemanticVariant	
韮	韭	unihan:kSemanticVariant	
頋	顾	unihan:kSemanticVariant	
頟	额	unihan:kSemanticVariant	
頣	颐	unihan:kSemanticVariant	
頼	赖	unihan:kSemanticVariant	
顋	腮	unihan:kSemanticVariant	
顕	显	unihan:kSemanticVariant	
顖	囟	unihan:kSemanticVariant	
顦	憔	unihan:kSemanticVariant	
飇	飑	unihan:kSemanticVariant	
飜	翻	unihan:kSemanticVariant	
飡	餐	unihan:kSemanticVariant	
飮	饮	unihan:kZVariant	
餂	舔	unihan:kSemanticVariant	
餙	饰	unihan:kSemanticVariant	
餠	饼	unihan:kSemanticVariant	
餹	糖	unihan:kSemanticVariant	
餻	糕	unihan:kSemanticVariant	
餽	馈	unihan:kSemanticVariant	
饍	膳	unihan:kSemanticVariant	
馿	驴	unihan:kSemanticVariant	
駮	驳	unihan:kSemanticVariant	
騐	验	unihan:kSemanticVariant	
驘	骡	unihan:kSemanticVariant	
骻	胯	unihan:kSemanticVariant	
骽	腿	unihan:kSemanticVariant	
骾	鲠	unihan:kSemanticVariant	
髙	高	unihan:kSemanticVariant	
髠	髡	unihan:kSemanticVariant	
髣	彷	unihan:kSemanticVariant	
髩	鬓	unihan:kSemanticVariant	
鬂	鬓	unihan:kSemanticVariant	
鬪	斗	unihan:kSemanticVariant	
鬬	斗	unihan:kSemanticVariant	
鬭	斗	unihan:kSemanticVariant	
鬴	釜	unihan:kSemanticVariant	
鱑	鳇	unihan:kSemanticVariant	
鱓	鳝	unihan:kSemanticVariant	
鴈	雁	unihan:kSemanticVariant	
鴺	鹈	unihan:kSemanticVariant	
鵞	鹅	unihan:kSemanticVariant	
鵶	鸦	unihan:kSemanticVariant	
鵻	隼	unihan:kSemanticVariant	
鶵	雏	unihan:kSemanticVariant	
鷰	燕	unihan:kSpecializedSemanticVariant	
鸎	莺	unihan:kSemanticVariant	
鹻	碱	unihan:kSemanticVariant	
麄	粗	unihan:kSemanticVariant	
麕	麇	unihan:kSemanticVariant	
麞	獐	unihan:kSemanticVariant	
麤	粗	unihan:kSemanticVariant	
麰	牟	unihan:kSemanticVariant	
黒	黑	unihan:kZVariant	
黙	默	unihan:kSemanticVariant	
鼃	蛙	unihan:kSemanticVariant	
鼄	蛛	unihan:kSemanticVariant	
鼇	鳌	unihan:kSemanticVariant	
鼈	鳖	unihan:kSemanticVariant	
鼔	鼓	unihan:kSemanticVariant	
齅	嗅	unihan:kSemanticVariant	
﨑	崎	unihan:kSemanticVariant	
𦂳	紧	unihan:kSemanticVariant	
𩔖	类	unihan:kSemanticVariant	
